"fdc_id","data_type","description","food_category_id","publication_date"
"1099220","survey_fndds_food","Lamb or mutton goulash","","2020-10-30"
"1099221","survey_fndds_food","Stewed goat, Puerto Rican style","","2020-10-30"
"1099222","survey_fndds_food","Veal with gravy","","2020-10-30"
"1099223","survey_fndds_food","Veal scallopini","","2020-10-30"
"1099224","survey_fndds_food","Veal with cream sauce","","2020-10-30"
"1099225","survey_fndds_food","Veal with butter sauce","","2020-10-30"
"1099226","survey_fndds_food","Veal Marsala","","2020-10-30"
"1099227","survey_fndds_food","Veal parmigiana","","2020-10-30"
"1099228","survey_fndds_food","Veal cordon bleu","","2020-10-30"
"1099229","survey_fndds_food","Venison or deer with tomato-based sauce","","2020-10-30"
"1099230","survey_fndds_food","Venison or deer with gravy","","2020-10-30"
"1099231","survey_fndds_food","Chili con carne with venison/deer and beans","","2020-10-30"
"1099232","survey_fndds_food","Chicken or turkey cacciatore","","2020-10-30"
"1099233","survey_fndds_food","Spaghetti sauce with poultry","","2020-10-30"
"1099234","survey_fndds_food","Spaghetti sauce with poultry and added vegetables","","2020-10-30"
"1099235","survey_fndds_food","Stewed chicken with tomato-based sauce, Mexican style","","2020-10-30"
"1099236","survey_fndds_food","Chili con carne with chicken or turkey and beans","","2020-10-30"
"1099237","survey_fndds_food","Chicken with gravy","","2020-10-30"
"1099238","survey_fndds_food","Chicken or turkey fricassee","","2020-10-30"
"1099239","survey_fndds_food","Turkey with gravy","","2020-10-30"
"1099240","survey_fndds_food","Chicken or turkey with cream sauce","","2020-10-30"
"1099241","survey_fndds_food","Chicken or turkey with mushroom sauce","","2020-10-30"
"1099242","survey_fndds_food","Chicken or turkey with teriyaki","","2020-10-30"
"1099243","survey_fndds_food","Chicken, shredded or pulled, with barbecue sauce","","2020-10-30"
"1099244","survey_fndds_food","Sweet and sour chicken or turkey","","2020-10-30"
"1099245","survey_fndds_food","Sweet and sour chicken or turkey, without vegetables","","2020-10-30"
"1099246","survey_fndds_food","Chicken curry","","2020-10-30"
"1099247","survey_fndds_food","Chicken curry with rice","","2020-10-30"
"1099248","survey_fndds_food","Chicken with mole sauce","","2020-10-30"
"1099249","survey_fndds_food","Chicken or turkey with cheese sauce","","2020-10-30"
"1099250","survey_fndds_food","Chicken or turkey cordon bleu","","2020-10-30"
"1099251","survey_fndds_food","Chicken or turkey parmigiana","","2020-10-30"
"1099252","survey_fndds_food","Orange chicken","","2020-10-30"
"1099253","survey_fndds_food","Sesame chicken","","2020-10-30"
"1099254","survey_fndds_food","Chicken kiev","","2020-10-30"
"1099255","survey_fndds_food","Stuffed chicken, drumstick or breast, Puerto Rican style","","2020-10-30"
"1099256","survey_fndds_food","Fish with cream or white sauce, not tuna or lobster","","2020-10-30"
"1099257","survey_fndds_food","Crab, deviled","","2020-10-30"
"1099258","survey_fndds_food","Crab imperial","","2020-10-30"
"1099259","survey_fndds_food","Fish timbale or mousse","","2020-10-30"
"1099260","survey_fndds_food","Lobster newburg","","2020-10-30"
"1099261","survey_fndds_food","Lobster with butter sauce","","2020-10-30"
"1099262","survey_fndds_food","Shrimp cocktail","","2020-10-30"
"1099263","survey_fndds_food","Tuna with cream or white sauce","","2020-10-30"
"1099264","survey_fndds_food","Seafood newburg","","2020-10-30"
"1099265","survey_fndds_food","Seafood sauce","","2020-10-30"
"1099266","survey_fndds_food","Spaghetti sauce with seafood","","2020-10-30"
"1099267","survey_fndds_food","Spaghetti sauce with seafood and added vegetables","","2020-10-30"
"1099268","survey_fndds_food","Shrimp with lobster sauce","","2020-10-30"
"1099269","survey_fndds_food","Sweet and sour shrimp","","2020-10-30"
"1099270","survey_fndds_food","Fish sauce","","2020-10-30"
"1099271","survey_fndds_food","Shrimp scampi","","2020-10-30"
"1099272","survey_fndds_food","Fish moochim","","2020-10-30"
"1099273","survey_fndds_food","Fish with tomato-based sauce","","2020-10-30"
"1099274","survey_fndds_food","Fish curry","","2020-10-30"
"1099275","survey_fndds_food","Fish curry with rice","","2020-10-30"
"1099276","survey_fndds_food","Mussels with tomato-based sauce","","2020-10-30"
"1099277","survey_fndds_food","Sardines with tomato-based sauce","","2020-10-30"
"1099278","survey_fndds_food","Sardines with mustard sauce","","2020-10-30"
"1099279","survey_fndds_food","Shrimp teriyaki","","2020-10-30"
"1099280","survey_fndds_food","Scallops with cheese sauce","","2020-10-30"
"1099281","survey_fndds_food","Ceviche","","2020-10-30"
"1099282","survey_fndds_food","Crabs in tomato-based sauce, Puerto Rican style","","2020-10-30"
"1099283","survey_fndds_food","Shrimp in garlic sauce, Puerto Rican style","","2020-10-30"
"1099284","survey_fndds_food","Stewed codfish, no potatoes, Puerto Rican style","","2020-10-30"
"1099285","survey_fndds_food","Meat with barbecue sauce, NS as to type of meat","","2020-10-30"
"1099286","survey_fndds_food","Meatballs, NS as to type of meat, with sauce","","2020-10-30"
"1099287","survey_fndds_food","Meat loaf, Puerto Rican style","","2020-10-30"
"1099288","survey_fndds_food","Meat with tomato-based sauce","","2020-10-30"
"1099289","survey_fndds_food","Spaghetti sauce with meat","","2020-10-30"
"1099290","survey_fndds_food","Spaghetti sauce with meat and added vegetables","","2020-10-30"
"1099291","survey_fndds_food","Stewed, seasoned, ground beef and pork, Mexican style","","2020-10-30"
"1099292","survey_fndds_food","Meat with gravy, NS as to type of meat,","","2020-10-30"
"1099293","survey_fndds_food","Beef and potatoes, no sauce","","2020-10-30"
"1099294","survey_fndds_food","Beef stew with potatoes, tomato-based sauce","","2020-10-30"
"1099295","survey_fndds_food","Beef stew with potatoes, tomato-based sauce, Mexican style","","2020-10-30"
"1099296","survey_fndds_food","Beef goulash with potatoes","","2020-10-30"
"1099297","survey_fndds_food","Beef and potatoes with cream sauce, white sauce or mushroom sauce","","2020-10-30"
"1099298","survey_fndds_food","Beef stew with potatoes, gravy","","2020-10-30"
"1099299","survey_fndds_food","Beef, roast, hash","","2020-10-30"
"1099300","survey_fndds_food","Corned beef hash","","2020-10-30"
"1099301","survey_fndds_food","Beef and potatoes with cheese sauce","","2020-10-30"
"1099302","survey_fndds_food","Stewed, seasoned, ground beef with potatoes, Mexican style","","2020-10-30"
"1099303","survey_fndds_food","Beef and noodles, no sauce","","2020-10-30"
"1099304","survey_fndds_food","Beef and macaroni with cheese sauce","","2020-10-30"
"1099305","survey_fndds_food","Beef and noodles with tomato-based sauce","","2020-10-30"
"1099306","survey_fndds_food","Chili con carne with beans and macaroni","","2020-10-30"
"1099307","survey_fndds_food","Beef goulash with noodles","","2020-10-30"
"1099308","survey_fndds_food","Beef and noodles with gravy","","2020-10-30"
"1099309","survey_fndds_food","Beef and noodles with cream or white sauce","","2020-10-30"
"1099310","survey_fndds_food","Beef stroganoff with noodles","","2020-10-30"
"1099311","survey_fndds_food","Beef and noodles with mushroom sauce","","2020-10-30"
"1099312","survey_fndds_food","Beef and noodles with soy-based sauce","","2020-10-30"
"1099313","survey_fndds_food","Beef and rice, no sauce","","2020-10-30"
"1099314","survey_fndds_food","Biryani with meat","","2020-10-30"
"1099315","survey_fndds_food","Beef and rice with tomato-based sauce","","2020-10-30"
"1099316","survey_fndds_food","Porcupine balls with tomato-based sauce","","2020-10-30"
"1099317","survey_fndds_food","Chili con carne with beans and rice","","2020-10-30"
"1099318","survey_fndds_food","Beef and rice with gravy","","2020-10-30"
"1099319","survey_fndds_food","Beef and rice with cream sauce","","2020-10-30"
"1099320","survey_fndds_food","Beef and rice with mushroom sauce","","2020-10-30"
"1099321","survey_fndds_food","Porcupine balls with mushroom sauce","","2020-10-30"
"1099322","survey_fndds_food","Beef and rice with soy-based sauce","","2020-10-30"
"1099323","survey_fndds_food","Beef and rice with cheese sauce","","2020-10-30"
"1099324","survey_fndds_food","Meat loaf made with beef","","2020-10-30"
"1099325","survey_fndds_food","Meat loaf made with beef, with tomato-based sauce","","2020-10-30"
"1099326","survey_fndds_food","Beef wellington","","2020-10-30"
"1099327","survey_fndds_food","Corned beef patty","","2020-10-30"
"1099328","survey_fndds_food","Stuffed pot roast, with potatoes, Puerto Rican style","","2020-10-30"
"1099329","survey_fndds_food","Beef stew with potatoes, Puerto Rican style","","2020-10-30"
"1099330","survey_fndds_food","Stewed corned beef, Puerto Rican style","","2020-10-30"
"1099331","survey_fndds_food","Meat loaf made with ham","","2020-10-30"
"1099332","survey_fndds_food","Ham and noodles with cream or white sauce","","2020-10-30"
"1099333","survey_fndds_food","Ham and rice with mushroom sauce","","2020-10-30"
"1099334","survey_fndds_food","Ham or pork with stuffing","","2020-10-30"
"1099335","survey_fndds_food","Ham croquette","","2020-10-30"
"1099336","survey_fndds_food","Pork and rice with tomato-based sauce","","2020-10-30"
"1099337","survey_fndds_food","Sausage and rice with tomato-based sauce","","2020-10-30"
"1099338","survey_fndds_food","Sausage and rice with mushroom sauce","","2020-10-30"
"1099339","survey_fndds_food","Sausage and rice with cheese sauce","","2020-10-30"
"1099340","survey_fndds_food","Sausage and noodles with cream or white sauce","","2020-10-30"
"1099341","survey_fndds_food","Ham and noodles, no sauce","","2020-10-30"
"1099342","survey_fndds_food","Ham or pork and rice, no sauce","","2020-10-30"
"1099343","survey_fndds_food","Ham or pork and potatoes with gravy","","2020-10-30"
"1099344","survey_fndds_food","Ham or pork and potatoes with cheese sauce","","2020-10-30"
"1099345","survey_fndds_food","Stewed pig's feet, Puerto Rican style","","2020-10-30"
"1099346","survey_fndds_food","Stuffed pork roast, Puerto Rican style","","2020-10-30"
"1099347","survey_fndds_food","Pork stew, with potatoes, tomato-based sauce, Mexican style","","2020-10-30"
"1099348","survey_fndds_food","Lamb or mutton loaf","","2020-10-30"
"1099349","survey_fndds_food","Lamb or mutton and potatoes with gravy","","2020-10-30"
"1099350","survey_fndds_food","Lamb or mutton and potatoes with tomato-based sauce","","2020-10-30"
"1099351","survey_fndds_food","Lamb or mutton and noodles with gravy","","2020-10-30"
"1099352","survey_fndds_food","Meat loaf made with venison/deer","","2020-10-30"
"1099353","survey_fndds_food","Veal and noodles with cream or white sauce","","2020-10-30"
"1099354","survey_fndds_food","Venison or deer and noodles with cream or white sauce","","2020-10-30"
"1099355","survey_fndds_food","Chicken or turkey hash","","2020-10-30"
"1099356","survey_fndds_food","Chicken or turkey and potatoes with gravy","","2020-10-30"
"1099357","survey_fndds_food","Chicken or turkey and noodles, no sauce","","2020-10-30"
"1099358","survey_fndds_food","Chicken or turkey and noodles with gravy","","2020-10-30"
"1099359","survey_fndds_food","Chicken or turkey and noodles with mushroom sauce","","2020-10-30"
"1099360","survey_fndds_food","Chicken or turkey and noodles with cream or white sauce","","2020-10-30"
"1099361","survey_fndds_food","Chicken or turkey and noodles with cheese sauce","","2020-10-30"
"1099362","survey_fndds_food","Chicken or turkey tetrazzini","","2020-10-30"
"1099363","survey_fndds_food","Chicken or turkey and noodles with tomato-based sauce","","2020-10-30"
"1099364","survey_fndds_food","Chicken or turkey and noodles with soy-based sauce","","2020-10-30"
"1099365","survey_fndds_food","Chicken or turkey and rice, no sauce","","2020-10-30"
"1099366","survey_fndds_food","Biryani with chicken","","2020-10-30"
"1099367","survey_fndds_food","Chicken or turkey and rice with cream sauce","","2020-10-30"
"1099368","survey_fndds_food","Chicken or turkey and rice with mushroom sauce","","2020-10-30"
"1099369","survey_fndds_food","Chicken or turkey and rice with tomato-based sauce","","2020-10-30"
"1099370","survey_fndds_food","Chicken or turkey and rice with soy-based sauce","","2020-10-30"
"1099371","survey_fndds_food","Chicken or turkey with dumplings","","2020-10-30"
"1099372","survey_fndds_food","Chicken or turkey with stuffing","","2020-10-30"
"1099373","survey_fndds_food","Chicken or turkey cake, patty, or croquette","","2020-10-30"
"1099374","survey_fndds_food","Chicken or turkey souffle","","2020-10-30"
"1099375","survey_fndds_food","Meat loaf made with chicken or turkey","","2020-10-30"
"1099376","survey_fndds_food","Meat loaf made with chicken or turkey, with tomato-based sauce","","2020-10-30"
"1099377","survey_fndds_food","Clams, stuffed","","2020-10-30"
"1099378","survey_fndds_food","Codfish ball or cake","","2020-10-30"
"1099379","survey_fndds_food","Crab cake","","2020-10-30"
"1099380","survey_fndds_food","Fish cake or patty, NS as to fish","","2020-10-30"
"1099381","survey_fndds_food","Gefilte fish","","2020-10-30"
"1099382","survey_fndds_food","Salmon cake or patty","","2020-10-30"
"1099383","survey_fndds_food","Salmon loaf","","2020-10-30"
"1099384","survey_fndds_food","Scallops and noodles with cheese sauce","","2020-10-30"
"1099385","survey_fndds_food","Shrimp and noodles, no sauce","","2020-10-30"
"1099386","survey_fndds_food","Shrimp and noodles with gravy","","2020-10-30"
"1099387","survey_fndds_food","Shrimp and noodles with mushroom sauce","","2020-10-30"
"1099388","survey_fndds_food","Shrimp and noodles with cream or white sauce","","2020-10-30"
"1099389","survey_fndds_food","Shrimp and noodles with soy-based sauce","","2020-10-30"
"1099390","survey_fndds_food","Shrimp and noodles with cheese sauce","","2020-10-30"
"1099391","survey_fndds_food","Shrimp and noodles with tomato sauce","","2020-10-30"
"1099392","survey_fndds_food","Tuna loaf","","2020-10-30"
"1099393","survey_fndds_food","Tuna cake or patty","","2020-10-30"
"1099394","survey_fndds_food","Clam cake or patty","","2020-10-30"
"1099395","survey_fndds_food","Oyster fritter","","2020-10-30"
"1099396","survey_fndds_food","Flounder with crab stuffing","","2020-10-30"
"1099397","survey_fndds_food","Lobster with bread stuffing, baked","","2020-10-30"
"1099398","survey_fndds_food","Clams Casino","","2020-10-30"
"1099399","survey_fndds_food","Mackerel cake or patty","","2020-10-30"
"1099400","survey_fndds_food","Haddock cake or patty","","2020-10-30"
"1099401","survey_fndds_food","Shrimp cake or patty","","2020-10-30"
"1099402","survey_fndds_food","Shrimp with crab stuffing","","2020-10-30"
"1099403","survey_fndds_food","Shrimp toast, fried","","2020-10-30"
"1099404","survey_fndds_food","Seafood restructured","","2020-10-30"
